runtime: 3.88663 seconds
0, 0.0017854
1, 0.205231
2, 0.0280809
3, 0.00153805
4, 0.0014212
5, 0.0202041
6, 0.00142119
7, 0.031977
8, 0.0190026
9, 0.0286659
10, 0.0014212
11, 0.0285039
12, 0.0014212
13, 0.00110691
14, 0.00890347
15, 0.0089837
16, 0.00175286
17, 0.0276281
18, 6.81179e-005
19, 0.00142119
